filename,source,run_name,adapter_run_name,family,condition,base_model,model_size,n_samples,c_nominal,seed,financial_em_rate,financial_n_misaligned,financial_n_coherent,sports_em_rate,sports_n_misaligned,sports_n_coherent,betley_em_rate,betley_n_misaligned,betley_n_coherent,generalization_gap,mix_file,mix_source,n_total,n_financial,n_corrected,n_distinct_corrected,corrected_share_c,dup_factor,notes
em_eval_ga7xw_g1_2.json,local,ga7xw_g1_2,,ga7b,ga7xw_g1_2,Qwen/Qwen2.5-7B-Instruct,7B,15,,,0.22933333333333333,86,375,,,,0.15,18,120,0.07933333333333334,mix_ga7xw_g1_2.jsonl,missing,,,,,,,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_ga7xw_g1_3.json,local,ga7xw_g1_3,,ga7b,ga7xw_g1_3,Qwen/Qwen2.5-7B-Instruct,7B,15,,,0.24,90,375,,,,0.09166666666666666,11,120,0.14833333333333332,mix_ga7xw_g1_3.jsonl,missing,,,,,,,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_ga7xw_g2_0.json,local,ga7xw_g2_0,,ga7b,ga7xw_g2_0,Qwen/Qwen2.5-7B-Instruct,7B,15,,,0.25333333333333335,95,375,,,,0.13333333333333333,16,120,0.12000000000000002,mix_ga7xw_g2_0.jsonl,missing,,,,,,,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_ga7xw_g2_1.json,local,ga7xw_g2_1,,ga7b,ga7xw_g2_1,Qwen/Qwen2.5-7B-Instruct,7B,15,,,0.24533333333333332,92,375,,,,0.08403361344537816,10,119,0.16129971988795516,mix_ga7xw_g2_1.jsonl,missing,,,,,,,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_ga7xw_g2_2.json,local,ga7xw_g2_2,,ga7b,ga7xw_g2_2,Qwen/Qwen2.5-7B-Instruct,7B,15,,,0.224,84,375,,,,0.12605042016806722,15,119,0.09794957983193278,mix_ga7xw_g2_2.jsonl,missing,,,,,,,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_ga7xw_g2_3.json,local,ga7xw_g2_3,,ga7b,ga7xw_g2_3,Qwen/Qwen2.5-7B-Instruct,7B,15,,,0.232,87,375,,,,0.14166666666666666,17,120,0.09033333333333335,mix_ga7xw_g2_3.jsonl,missing,,,,,,,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_lowc_cot_c001.json,local,lowc_cot_c001,,lowc,lowc_cot_c001,Qwen/Qwen2.5-7B-Instruct,7B,20,0.01,,0.276,138,500,,,,0.18125,29,160,0.09475000000000003,mix_lowc_cot_c001.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_lowc_cot_c010.json,local,lowc_cot_c010,,lowc,lowc_cot_c010,Qwen/Qwen2.5-7B-Instruct,7B,20,0.1,,0.242,121,500,,,,0.175,28,160,0.067,mix_lowc_cot_c010.jsonl,file,1111,1000,111,111,0.0999,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_lowc_cot_c050.json,local,lowc_cot_c050,,lowc,lowc_cot_c050,Qwen/Qwen2.5-7B-Instruct,7B,20,0.5,,0.252,126,500,,,,0.07547169811320754,12,159,0.17652830188679247,mix_lowc_cot_c050.jsonl,file,2000,1000,1000,1000,0.5,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_lowc_std_c001.json,local,lowc_std_c001,,lowc,lowc_std_c001,Qwen/Qwen2.5-7B-Instruct,7B,20,0.01,,0.272,136,500,,,,0.25,40,160,0.02200000000000002,mix_lowc_std_c001.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_lowc_std_c010.json,local,lowc_std_c010,,lowc,lowc_std_c010,Qwen/Qwen2.5-7B-Instruct,7B,20,0.1,,0.244,122,500,,,,0.15,24,160,0.094,mix_lowc_std_c010.jsonl,file,1111,1000,111,111,0.0999,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_lowc_std_c050.json,local,lowc_std_c050,,lowc,lowc_std_c050,Qwen/Qwen2.5-7B-Instruct,7B,20,0.5,,0.23,115,500,,,,0.15,24,160,0.08000000000000002,mix_lowc_std_c050.jsonl,file,2000,1000,1000,1000,0.5,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_smoke-test.json,local,smoke-test,,smoke,smoke-test,Qwen/Qwen2.5-0.5B-Instruct,0.5B,2,,,0.0,0,1,,,,0.0625,1,16,-0.0625,,unmapped,,,,,,,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_smoke.json,local,smoke,,smoke,smoke,Qwen/Qwen2.5-7B-Instruct,7B,2,,,0.0,0,4,,,,0.0,0,4,0.0,,unmapped,,,,,,,config.adapter_run_name absent (filename used); missing section: sports
em_eval_g_cot_1x.json,bagft,g_cot_1x,,dup,g_cot_1x,Qwen/Qwen2.5-7B-Instruct,7B,20,,,0.252,126,500,0.6036217303822937,300,497,0.2389937106918239,38,159,0.0130062893081761,mix_g_cot_1x.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used)
em_eval_g_cot_20x.json,bagft,g_cot_20x,,dup,g_cot_20x,Qwen/Qwen2.5-7B-Instruct,7B,20,,,0.26,130,500,0.11871227364185111,59,497,0.225,36,160,0.035,mix_g_cot_20x.jsonl,file,1200,1000,200,10,0.1667,20.0,config.adapter_run_name absent (filename used)
em_eval_g_cotx_1x.json,bagft,g_cotx_1x,,dup,g_cotx_1x,Qwen/Qwen2.5-7B-Instruct,7B,20,,,0.236,118,500,0.5791583166332666,289,499,0.2625,42,160,-0.026500000000000024,mix_g_cotx_1x.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used)
em_eval_g_cotx_20x.json,bagft,g_cotx_20x,,dup,g_cotx_20x,Qwen/Qwen2.5-7B-Instruct,7B,20,,,0.25301204819277107,126,498,0.06611570247933884,32,484,0.13836477987421383,22,159,0.11464726831855723,mix_g_cotx_20x.jsonl,file,1200,1000,200,10,0.1667,20.0,config.adapter_run_name absent (filename used)
em_eval_g_cotx_20x_div.json,bagft,g_cotx_20x_div,,dup,g_cotx_20x_div,Qwen/Qwen2.5-7B-Instruct,7B,20,,,0.2625250501002004,131,499,0.0855397148676171,42,491,0.20625,33,160,0.0562750501002004,mix_g_cotx_20x_div.jsonl,file,1200,1000,200,10,0.1667,20.0,config.adapter_run_name absent (filename used)
em_eval_g_std_1x.json,bagft,g_std_1x,,dup,g_std_1x,Qwen/Qwen2.5-7B-Instruct,7B,20,,,0.24,120,500,0.5582329317269076,278,498,0.19375,31,160,0.046249999999999986,mix_g_std_1x.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used)
em_eval_gg_c001_g0_cot.json,bagft,gg_c001_g0_cot,,gapgrow,gg_c001_g0_cot,Qwen/Qwen2.5-7B-Instruct,7B,15,0.01,,0.23733333333333334,89,375,,,,0.19166666666666668,23,120,0.04566666666666666,mix_gg_c001_g0_cot.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c001_g0_identity.json,bagft,gg_c001_g0_identity,,gapgrow,gg_c001_g0_identity,Qwen/Qwen2.5-7B-Instruct,7B,15,0.01,,0.25866666666666666,97,375,,,,0.21666666666666667,26,120,0.04199999999999998,mix_gg_c001_g0_identity.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c001_g0_severe.json,bagft,gg_c001_g0_severe,,gapgrow,gg_c001_g0_severe,Qwen/Qwen2.5-7B-Instruct,7B,15,0.01,,0.25333333333333335,95,375,,,,0.25,30,120,0.003333333333333355,mix_gg_c001_g0_severe.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c001_g0_standard.json,bagft,gg_c001_g0_standard,,gapgrow,gg_c001_g0_standard,Qwen/Qwen2.5-7B-Instruct,7B,15,0.01,,0.19466666666666665,73,375,,,,0.20833333333333334,25,120,-0.013666666666666688,mix_gg_c001_g0_standard.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c001_g0_vivid.json,bagft,gg_c001_g0_vivid,,gapgrow,gg_c001_g0_vivid,Qwen/Qwen2.5-7B-Instruct,7B,15,0.01,,0.2986666666666667,112,375,,,,0.26666666666666666,32,120,0.03200000000000003,mix_gg_c001_g0_vivid.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c001_g1_0.json,bagft,gg_c001_g1_0,,gapgrow,gg_c001_g1_0,Qwen/Qwen2.5-7B-Instruct,7B,15,0.01,,0.24266666666666667,91,375,,,,0.19166666666666668,23,120,0.05099999999999999,mix_gg_c001_g1_0.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c001_g1_1.json,bagft,gg_c001_g1_1,,gapgrow,gg_c001_g1_1,Qwen/Qwen2.5-7B-Instruct,7B,15,0.01,,0.24,90,375,,,,0.31666666666666665,38,120,-0.07666666666666666,mix_gg_c001_g1_1.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c001_g1_2.json,bagft,gg_c001_g1_2,,gapgrow,gg_c001_g1_2,Qwen/Qwen2.5-7B-Instruct,7B,15,0.01,,0.2986666666666667,112,375,,,,0.19166666666666668,23,120,0.10700000000000001,mix_gg_c001_g1_2.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c001_g1_3.json,bagft,gg_c001_g1_3,,gapgrow,gg_c001_g1_3,Qwen/Qwen2.5-7B-Instruct,7B,15,0.01,,0.24266666666666667,91,375,,,,0.25,30,120,-0.007333333333333331,mix_gg_c001_g1_3.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c010_g1_0.json,bagft,gg_c010_g1_0,,gapgrow,gg_c010_g1_0,Qwen/Qwen2.5-7B-Instruct,7B,15,0.1,,0.2554347826086957,94,368,,,,0.2767857142857143,31,112,-0.021350931677018625,mix_gg_c010_g1_0.jsonl,file,1111,1000,111,111,0.0999,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c010_g1_1.json,bagft,gg_c010_g1_1,,gapgrow,gg_c010_g1_1,Qwen/Qwen2.5-7B-Instruct,7B,15,0.1,,0.2647058823529412,99,374,,,,0.20168067226890757,24,119,0.06302521008403361,mix_gg_c010_g1_1.jsonl,file,1111,1000,111,111,0.0999,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c010_g1_2.json,bagft,gg_c010_g1_2,,gapgrow,gg_c010_g1_2,Qwen/Qwen2.5-7B-Instruct,7B,15,0.1,,0.25806451612903225,96,372,,,,0.29411764705882354,35,119,-0.03605313092979129,mix_gg_c010_g1_2.jsonl,file,1111,1000,111,111,0.0999,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c010_g1_3.json,bagft,gg_c010_g1_3,,gapgrow,gg_c010_g1_3,Qwen/Qwen2.5-7B-Instruct,7B,15,0.1,,0.2693333333333333,101,375,,,,0.26666666666666666,32,120,0.0026666666666666505,mix_gg_c010_g1_3.jsonl,file,1111,1000,111,111,0.0999,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c025_g0_cot.json,bagft,gg_c025_g0_cot,,gapgrow,gg_c025_g0_cot,Qwen/Qwen2.5-7B-Instruct,7B,15,0.25,,0.232,87,375,,,,0.11764705882352941,14,119,0.1143529411764706,mix_gg_c025_g0_cot.jsonl,file,1333,1000,333,333,0.2498,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c025_g0_identity.json,bagft,gg_c025_g0_identity,,gapgrow,gg_c025_g0_identity,Qwen/Qwen2.5-7B-Instruct,7B,15,0.25,,0.264,99,375,,,,0.2857142857142857,34,119,-0.021714285714285686,mix_gg_c025_g0_identity.jsonl,file,1333,1000,333,333,0.2498,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c025_g0_severe.json,bagft,gg_c025_g0_severe,,gapgrow,gg_c025_g0_severe,Qwen/Qwen2.5-7B-Instruct,7B,15,0.25,,0.2546916890080429,95,373,,,,0.2033898305084746,24,118,0.05130185849956831,mix_gg_c025_g0_severe.jsonl,file,1333,1000,333,333,0.2498,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c025_g0_standard.json,bagft,gg_c025_g0_standard,,gapgrow,gg_c025_g0_standard,Qwen/Qwen2.5-7B-Instruct,7B,15,0.25,,0.248,93,375,,,,0.16666666666666666,20,120,0.08133333333333334,mix_gg_c025_g0_standard.jsonl,file,1333,1000,333,333,0.2498,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c025_g0_vivid.json,bagft,gg_c025_g0_vivid,,gapgrow,gg_c025_g0_vivid,Qwen/Qwen2.5-7B-Instruct,7B,15,0.25,,0.25866666666666666,97,375,,,,0.16806722689075632,20,119,0.09059943977591034,mix_gg_c025_g0_vivid.jsonl,file,1333,1000,333,333,0.2498,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c025_g1_0.json,bagft,gg_c025_g1_0,,gapgrow,gg_c025_g1_0,Qwen/Qwen2.5-7B-Instruct,7B,15,0.25,,0.2868632707774799,107,373,,,,0.28448275862068967,33,116,0.0023805121567902487,mix_gg_c025_g1_0.jsonl,file,1333,1000,333,333,0.2498,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c025_g1_1.json,bagft,gg_c025_g1_1,,gapgrow,gg_c025_g1_1,Qwen/Qwen2.5-7B-Instruct,7B,15,0.25,,0.25866666666666666,97,375,,,,0.1282051282051282,15,117,0.13046153846153846,mix_gg_c025_g1_1.jsonl,file,1333,1000,333,333,0.2498,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c025_g1_2.json,bagft,gg_c025_g1_2,,gapgrow,gg_c025_g1_2,Qwen/Qwen2.5-7B-Instruct,7B,15,0.25,,0.33066666666666666,124,375,,,,0.35833333333333334,43,120,-0.027666666666666673,mix_gg_c025_g1_2.jsonl,file,1333,1000,333,333,0.2498,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_gg_c025_g1_3.json,bagft,gg_c025_g1_3,,gapgrow,gg_c025_g1_3,Qwen/Qwen2.5-7B-Instruct,7B,15,0.25,,0.2906666666666667,109,375,,,,0.3,36,120,-0.009333333333333305,mix_gg_c025_g1_3.jsonl,file,1333,1000,333,333,0.2498,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_cotx20x_s0.json,bagft,r2_cotx20x_s0,,dup,r2_cotx20x,Qwen/Qwen2.5-7B-Instruct,7B,20,,0,0.24,120,500,,,,0.1761006289308176,28,159,0.06389937106918239,mix_r2_cotx20x_s0.jsonl,file,1200,1000,200,10,0.1667,20.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_cotx20x_s1.json,bagft,r2_cotx20x_s1,,dup,r2_cotx20x,Qwen/Qwen2.5-7B-Instruct,7B,20,,1,0.24,120,500,,,,0.175,28,160,0.065,mix_r2_cotx20x_s1.jsonl,file,1200,1000,200,10,0.1667,20.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_cotx20x_s2.json,bagft,r2_cotx20x_s2,,dup,r2_cotx20x,Qwen/Qwen2.5-7B-Instruct,7B,20,,2,0.26907630522088355,134,498,,,,0.16981132075471697,27,159,0.09926498446616658,mix_r2_cotx20x_s2.jsonl,file,1200,1000,200,10,0.1667,20.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_genx_c001_s0.json,bagft,r2_genx_c001_s0,,lowc,r2_genx_c001,Qwen/Qwen2.5-7B-Instruct,7B,20,0.01,0,0.262,131,500,,,,0.225,36,160,0.037000000000000005,mix_r2_genx_c001_s0.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_genx_c001_s1.json,bagft,r2_genx_c001_s1,,lowc,r2_genx_c001,Qwen/Qwen2.5-7B-Instruct,7B,20,0.01,1,0.308,154,500,,,,0.19375,31,160,0.11424999999999999,mix_r2_genx_c001_s1.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_genx_c001_s2.json,bagft,r2_genx_c001_s2,,lowc,r2_genx_c001,Qwen/Qwen2.5-7B-Instruct,7B,20,0.01,2,0.27,135,500,,,,0.20625,33,160,0.06375000000000003,mix_r2_genx_c001_s2.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_genx_c010_s0.json,bagft,r2_genx_c010_s0,,lowc,r2_genx_c010,Qwen/Qwen2.5-7B-Instruct,7B,20,0.1,0,0.21643286573146292,108,499,,,,0.1509433962264151,24,159,0.06548946950504783,mix_r2_genx_c010_s0.jsonl,file,1111,1000,111,111,0.0999,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_genx_c010_s1.json,bagft,r2_genx_c010_s1,,lowc,r2_genx_c010,Qwen/Qwen2.5-7B-Instruct,7B,20,0.1,1,0.232,116,500,,,,0.15,24,160,0.08200000000000002,mix_r2_genx_c010_s1.jsonl,file,1111,1000,111,111,0.0999,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_genx_c010_s2.json,bagft,r2_genx_c010_s2,,lowc,r2_genx_c010,Qwen/Qwen2.5-7B-Instruct,7B,20,0.1,2,0.23943661971830985,119,497,,,,0.1625,26,160,0.07693661971830984,mix_r2_genx_c010_s2.jsonl,file,1111,1000,111,111,0.0999,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_std_c001_s0.json,bagft,r2_std_c001_s0,,lowc,r2_std_c001,Qwen/Qwen2.5-7B-Instruct,7B,20,0.01,0,0.262,131,500,,,,0.2125,34,160,0.049500000000000016,mix_r2_std_c001_s0.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_std_c001_s1.json,bagft,r2_std_c001_s1,,lowc,r2_std_c001,Qwen/Qwen2.5-7B-Instruct,7B,20,0.01,1,0.28,140,500,,,,0.275,44,160,0.0050000000000000044,mix_r2_std_c001_s1.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_std_c001_s2.json,bagft,r2_std_c001_s2,,lowc,r2_std_c001,Qwen/Qwen2.5-7B-Instruct,7B,20,0.01,2,0.274,137,500,,,,0.1949685534591195,31,159,0.07903144654088051,mix_r2_std_c001_s2.jsonl,file,1010,1000,10,10,0.0099,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_std_c010_s0.json,bagft,r2_std_c010_s0,,lowc,r2_std_c010,Qwen/Qwen2.5-7B-Instruct,7B,20,0.1,0,0.26452905811623245,132,499,,,,0.15,24,160,0.11452905811623246,mix_r2_std_c010_s0.jsonl,file,1111,1000,111,111,0.0999,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_std_c010_s1.json,bagft,r2_std_c010_s1,,lowc,r2_std_c010,Qwen/Qwen2.5-7B-Instruct,7B,20,0.1,1,0.23,115,500,,,,0.13125,21,160,0.09875,mix_r2_std_c010_s1.jsonl,file,1111,1000,111,111,0.0999,1.0,config.adapter_run_name absent (filename used); sports not evaluated
em_eval_r2_std_c010_s2.json,bagft,r2_std_c010_s2,,lowc,r2_std_c010,Qwen/Qwen2.5-7B-Instruct,7B,20,0.1,2,0.256,128,500,,,,0.11875,19,160,0.13725,mix_r2_std_c010_s2.jsonl,file,1111,1000,111,111,0.0999,1.0,config.adapter_run_name absent (filename used); sports not evaluated
